,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginStateName,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestStateName,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
13217,2025,1,1,30,4,1/30/2025,AA,815,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,2030,2026.0,-4.0,0.0,0.0,-1.0,2000-2059,21.0,2047.0,2113.0,10.0,2142,2123.0,-19.0,0.0,0.0,-2.0,2100-2159,0,,0,,,,,
13218,2025,1,1,31,5,1/31/2025,AA,815,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,2030,2031.0,1.0,1.0,0.0,0.0,2000-2059,15.0,2046.0,2122.0,11.0,2142,2133.0,-9.0,0.0,0.0,-1.0,2100-2159,0,,0,,,,,
13352,2025,1,1,1,3,1/1/2025,AA,866,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,10397,1039707,30397,ATL,"Atlanta, GA",Georgia,1930,1921.0,-9.0,0.0,0.0,-1.0,1900-1959,19.0,1940.0,2025.0,6.0,2045,2031.0,-14.0,0.0,0.0,-1.0,2000-2059,0,,0,,,,,
13421,2025,1,1,1,3,1/1/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2131,2236.0,65.0,65.0,1.0,4.0,2100-2159,14.0,2250.0,12.0,19.0,2309,31.0,82.0,82.0,1.0,5.0,2300-2359,0,,0,0.0,0.0,17.0,34.0,31.0
13422,2025,1,1,2,4,1/2/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2131,2204.0,33.0,33.0,1.0,2.0,2100-2159,11.0,2215.0,2352.0,19.0,2309,11.0,62.0,62.0,1.0,4.0,2300-2359,0,,0,33.0,0.0,29.0,0.0,0.0
13423,2025,1,1,3,5,1/3/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2131,2125.0,-6.0,0.0,0.0,-1.0,2100-2159,22.0,2147.0,2307.0,8.0,2309,2315.0,6.0,6.0,0.0,0.0,2300-2359,0,,0,,,,,
13424,2025,1,1,4,6,1/4/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2131,2151.0,20.0,20.0,1.0,1.0,2100-2159,14.0,2205.0,2318.0,10.0,2309,2328.0,19.0,19.0,1.0,1.0,2300-2359,0,,0,0.0,0.0,0.0,19.0,0.0
13425,2025,1,1,5,7,1/5/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2131,2137.0,6.0,6.0,0.0,0.0,2100-2159,14.0,2151.0,2249.0,9.0,2309,2258.0,-11.0,0.0,0.0,-1.0,2300-2359,0,,0,,,,,
13426,2025,1,1,6,1,1/6/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2131,528.0,477.0,477.0,1.0,12.0,2100-2159,25.0,553.0,709.0,11.0,2309,720.0,491.0,491.0,1.0,12.0,2300-2359,0,,0,477.0,0.0,14.0,0.0,0.0
13427,2025,1,1,7,2,1/7/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2113.0,-7.0,0.0,0.0,-1.0,2100-2159,22.0,2135.0,2247.0,8.0,2304,2255.0,-9.0,0.0,0.0,-1.0,2300-2359,0,,0,,,,,
13428,2025,1,1,8,3,1/8/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2113.0,-7.0,0.0,0.0,-1.0,2100-2159,18.0,2131.0,2236.0,12.0,2304,2248.0,-16.0,0.0,0.0,-2.0,2300-2359,0,,0,,,,,
13429,2025,1,1,9,4,1/9/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2144.0,24.0,24.0,1.0,1.0,2100-2159,16.0,2200.0,2322.0,10.0,2304,2332.0,28.0,28.0,1.0,1.0,2300-2359,0,,0,0.0,0.0,4.0,24.0,0.0
13430,2025,1,1,11,6,1/11/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2118.0,-2.0,0.0,0.0,-1.0,2100-2159,14.0,2132.0,2248.0,7.0,2304,2255.0,-9.0,0.0,0.0,-1.0,2300-2359,0,,0,,,,,
13431,2025,1,1,12,7,1/12/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2111.0,-9.0,0.0,0.0,-1.0,2100-2159,19.0,2130.0,2254.0,6.0,2304,2300.0,-4.0,0.0,0.0,-1.0,2300-2359,0,,0,,,,,
13432,2025,1,1,14,2,1/14/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2143.0,23.0,23.0,1.0,1.0,2100-2159,15.0,2158.0,2319.0,7.0,2304,2326.0,22.0,22.0,1.0,1.0,2300-2359,0,,0,22.0,0.0,0.0,0.0,0.0
13433,2025,1,1,15,3,1/15/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2110.0,-10.0,0.0,0.0,-1.0,2100-2159,13.0,2123.0,2230.0,6.0,2304,2236.0,-28.0,0.0,0.0,-2.0,2300-2359,0,,0,,,,,
13434,2025,1,1,16,4,1/16/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2143.0,23.0,23.0,1.0,1.0,2100-2159,18.0,2201.0,2313.0,7.0,2304,2320.0,16.0,16.0,1.0,1.0,2300-2359,0,,0,9.0,0.0,0.0,0.0,7.0
13435,2025,1,1,18,6,1/18/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2119.0,-1.0,0.0,0.0,-1.0,2100-2159,16.0,2135.0,2249.0,8.0,2304,2257.0,-7.0,0.0,0.0,-1.0,2300-2359,0,,0,,,,,
13436,2025,1,1,19,7,1/19/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2118.0,-2.0,0.0,0.0,-1.0,2100-2159,19.0,2137.0,2253.0,8.0,2304,2301.0,-3.0,0.0,0.0,-1.0,2300-2359,0,,0,,,,,
13437,2025,1,1,21,2,1/21/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2116.0,-4.0,0.0,0.0,-1.0,2100-2159,99.0,2255.0,8.0,9.0,2304,17.0,73.0,73.0,1.0,4.0,2300-2359,0,,0,0.0,0.0,73.0,0.0,0.0
13438,2025,1,1,22,3,1/22/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2107.0,-13.0,0.0,0.0,-1.0,2100-2159,17.0,2124.0,2233.0,6.0,2304,2239.0,-25.0,0.0,0.0,-2.0,2300-2359,0,,0,,,,,
13439,2025,1,1,23,4,1/23/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2138.0,18.0,18.0,1.0,1.0,2100-2159,17.0,2155.0,2305.0,11.0,2304,2316.0,12.0,12.0,0.0,0.0,2300-2359,0,,0,,,,,
13440,2025,1,1,25,6,1/25/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2224.0,64.0,64.0,1.0,4.0,2100-2159,20.0,2244.0,12.0,10.0,2304,22.0,78.0,78.0,1.0,5.0,2300-2359,0,,0,64.0,0.0,14.0,0.0,0.0
13441,2025,1,1,26,7,1/26/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2139.0,19.0,19.0,1.0,1.0,2100-2159,27.0,2206.0,2323.0,8.0,2304,2331.0,27.0,27.0,1.0,1.0,2300-2359,0,,0,19.0,0.0,8.0,0.0,0.0
13442,2025,1,1,28,2,1/28/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2112.0,-8.0,0.0,0.0,-1.0,2100-2159,26.0,2138.0,2248.0,17.0,2304,2305.0,1.0,1.0,0.0,0.0,2300-2359,0,,0,,,,,
13443,2025,1,1,29,3,1/29/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2112.0,-8.0,0.0,0.0,-1.0,2100-2159,19.0,2131.0,2243.0,7.0,2304,2250.0,-14.0,0.0,0.0,-1.0,2300-2359,0,,0,,,,,
13444,2025,1,1,30,4,1/30/2025,AA,981,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,2120,2113.0,-7.0,0.0,0.0,-1.0,2100-2159,15.0,2128.0,2245.0,7.0,2304,2252.0,-12.0,0.0,0.0,-1.0,2300-2359,0,,0,,,,,
13445,2025,1,1,7,2,1/7/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1330.0,-5.0,0.0,0.0,-1.0,1300-1359,13.0,1343.0,1512.0,14.0,1534,1526.0,-8.0,0.0,0.0,-1.0,1500-1559,0,,0,,,,,
13446,2025,1,1,8,3,1/8/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1337.0,2.0,2.0,0.0,0.0,1300-1359,16.0,1353.0,1543.0,9.0,1534,1552.0,18.0,18.0,1.0,1.0,1500-1559,0,,0,2.0,0.0,16.0,0.0,0.0
13447,2025,1,1,9,4,1/9/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,,,,,,1300-1359,,,,,1534,,,,,,1500-1559,1,B,0,,,,,
13448,2025,1,1,10,5,1/10/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1334.0,-1.0,0.0,0.0,-1.0,1300-1359,50.0,1424.0,1610.0,7.0,1534,1617.0,43.0,43.0,1.0,2.0,1500-1559,0,,0,0.0,0.0,43.0,0.0,0.0
13449,2025,1,1,11,6,1/11/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1330.0,-5.0,0.0,0.0,-1.0,1300-1359,12.0,1342.0,1456.0,4.0,1534,1500.0,-34.0,0.0,0.0,-2.0,1500-1559,0,,0,,,,,
13450,2025,1,1,12,7,1/12/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1330.0,-5.0,0.0,0.0,-1.0,1300-1359,16.0,1346.0,1522.0,14.0,1534,1536.0,2.0,2.0,0.0,0.0,1500-1559,0,,0,,,,,
13451,2025,1,1,13,1,1/13/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1333.0,-2.0,0.0,0.0,-1.0,1300-1359,15.0,1348.0,1517.0,13.0,1534,1530.0,-4.0,0.0,0.0,-1.0,1500-1559,0,,0,,,,,
13452,2025,1,1,14,2,1/14/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1331.0,-4.0,0.0,0.0,-1.0,1300-1359,16.0,1347.0,1518.0,13.0,1534,1531.0,-3.0,0.0,0.0,-1.0,1500-1559,0,,0,,,,,
13453,2025,1,1,15,3,1/15/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1334.0,-1.0,0.0,0.0,-1.0,1300-1359,17.0,1351.0,1536.0,15.0,1534,1551.0,17.0,17.0,1.0,1.0,1500-1559,0,,0,0.0,0.0,17.0,0.0,0.0
13454,2025,1,1,16,4,1/16/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1331.0,-4.0,0.0,0.0,-1.0,1300-1359,25.0,1356.0,1526.0,4.0,1534,1530.0,-4.0,0.0,0.0,-1.0,1500-1559,0,,0,,,,,
13455,2025,1,1,17,5,1/17/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1407.0,32.0,32.0,1.0,2.0,1300-1359,9.0,1416.0,1547.0,7.0,1534,1554.0,20.0,20.0,1.0,1.0,1500-1559,0,,0,20.0,0.0,0.0,0.0,0.0
13456,2025,1,1,18,6,1/18/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1331.0,-4.0,0.0,0.0,-1.0,1300-1359,9.0,1340.0,1504.0,12.0,1534,1516.0,-18.0,0.0,0.0,-2.0,1500-1559,0,,0,,,,,
13457,2025,1,1,19,7,1/19/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1330.0,-5.0,0.0,0.0,-1.0,1300-1359,14.0,1344.0,1521.0,16.0,1534,1537.0,3.0,3.0,0.0,0.0,1500-1559,0,,0,,,,,
13458,2025,1,1,20,1,1/20/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1334.0,-1.0,0.0,0.0,-1.0,1300-1359,14.0,1348.0,1538.0,7.0,1534,1545.0,11.0,11.0,0.0,0.0,1500-1559,0,,0,,,,,
13459,2025,1,1,21,2,1/21/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1337.0,2.0,2.0,0.0,0.0,1300-1359,13.0,1350.0,1522.0,15.0,1534,1537.0,3.0,3.0,0.0,0.0,1500-1559,0,,0,,,,,
13460,2025,1,1,22,3,1/22/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1338.0,3.0,3.0,0.0,0.0,1300-1359,18.0,1356.0,1526.0,16.0,1534,1542.0,8.0,8.0,0.0,0.0,1500-1559,0,,0,,,,,
13461,2025,1,1,23,4,1/23/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1336.0,1.0,1.0,0.0,0.0,1300-1359,12.0,1348.0,1529.0,15.0,1534,1544.0,10.0,10.0,0.0,0.0,1500-1559,0,,0,,,,,
13462,2025,1,1,24,5,1/24/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1335.0,0.0,0.0,0.0,0.0,1300-1359,14.0,1349.0,1510.0,13.0,1534,1523.0,-11.0,0.0,0.0,-1.0,1500-1559,0,,0,,,,,
13463,2025,1,1,25,6,1/25/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1331.0,-4.0,0.0,0.0,-1.0,1300-1359,11.0,1342.0,1505.0,11.0,1534,1516.0,-18.0,0.0,0.0,-2.0,1500-1559,0,,0,,,,,
13464,2025,1,1,26,7,1/26/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1331.0,-4.0,0.0,0.0,-1.0,1300-1359,11.0,1342.0,1523.0,16.0,1534,1539.0,5.0,5.0,0.0,0.0,1500-1559,0,,0,,,,,
13465,2025,1,1,27,1,1/27/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1342.0,7.0,7.0,0.0,0.0,1300-1359,19.0,1401.0,1532.0,14.0,1534,1546.0,12.0,12.0,0.0,0.0,1500-1559,0,,0,,,,,
13466,2025,1,1,28,2,1/28/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1334.0,-1.0,0.0,0.0,-1.0,1300-1359,12.0,1346.0,1524.0,12.0,1534,1536.0,2.0,2.0,0.0,0.0,1500-1559,0,,0,,,,,
13467,2025,1,1,29,3,1/29/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1331.0,-4.0,0.0,0.0,-1.0,1300-1359,14.0,1345.0,1518.0,12.0,1534,1530.0,-4.0,0.0,0.0,-1.0,1500-1559,0,,0,,,,,
13468,2025,1,1,30,4,1/30/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1337.0,2.0,2.0,0.0,0.0,1300-1359,18.0,1355.0,1516.0,18.0,1534,1534.0,0.0,0.0,0.0,0.0,1500-1559,0,,0,,,,,
13469,2025,1,1,31,5,1/31/2025,AA,986,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1335,1341.0,6.0,6.0,0.0,0.0,1300-1359,14.0,1355.0,1536.0,14.0,1534,1550.0,16.0,16.0,1.0,1.0,1500-1559,0,,0,6.0,0.0,10.0,0.0,0.0
13724,2025,1,1,1,3,1/1/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2240,2236.0,-4.0,0.0,0.0,-1.0,2200-2259,15.0,2251.0,9.0,6.0,28,15.0,-13.0,0.0,0.0,-1.0,0001-0559,0,,0,,,,,
13725,2025,1,1,2,4,1/2/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2240,2237.0,-3.0,0.0,0.0,-1.0,2200-2259,13.0,2250.0,8.0,3.0,28,11.0,-17.0,0.0,0.0,-2.0,0001-0559,0,,0,,,,,
13726,2025,1,1,3,5,1/3/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2240,2241.0,1.0,1.0,0.0,0.0,2200-2259,14.0,2255.0,20.0,3.0,28,23.0,-5.0,0.0,0.0,-1.0,0001-0559,0,,0,,,,,
13727,2025,1,1,4,6,1/4/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2240,2238.0,-2.0,0.0,0.0,-1.0,2200-2259,14.0,2252.0,18.0,5.0,28,23.0,-5.0,0.0,0.0,-1.0,0001-0559,0,,0,,,,,
13728,2025,1,1,5,7,1/5/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2240,2245.0,5.0,5.0,0.0,0.0,2200-2259,19.0,2304.0,18.0,3.0,28,21.0,-7.0,0.0,0.0,-1.0,0001-0559,0,,0,,,,,
13729,2025,1,1,6,1,1/6/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2240,2323.0,43.0,43.0,1.0,2.0,2200-2259,22.0,2345.0,100.0,4.0,28,104.0,36.0,36.0,1.0,2.0,0001-0559,0,,0,0.0,0.0,0.0,0.0,36.0
13730,2025,1,1,7,2,1/7/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2041.0,-4.0,0.0,0.0,-1.0,2000-2059,16.0,2057.0,2211.0,3.0,2238,2214.0,-24.0,0.0,0.0,-2.0,2200-2259,0,,0,,,,,
13731,2025,1,1,8,3,1/8/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2034.0,-11.0,0.0,0.0,-1.0,2000-2059,18.0,2052.0,2215.0,7.0,2238,2222.0,-16.0,0.0,0.0,-2.0,2200-2259,0,,0,,,,,
13732,2025,1,1,9,4,1/9/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2041.0,-4.0,0.0,0.0,-1.0,2000-2059,15.0,2056.0,2221.0,7.0,2238,2228.0,-10.0,0.0,0.0,-1.0,2200-2259,0,,0,,,,,
13733,2025,1,1,10,5,1/10/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,,,,,,2000-2059,,,,,2238,,,,,,2200-2259,1,B,0,,,,,
13734,2025,1,1,11,6,1/11/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2038.0,-7.0,0.0,0.0,-1.0,2000-2059,22.0,2100.0,2221.0,8.0,2238,2229.0,-9.0,0.0,0.0,-1.0,2200-2259,0,,0,,,,,
13735,2025,1,1,12,7,1/12/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2046.0,1.0,1.0,0.0,0.0,2000-2059,30.0,2116.0,2235.0,6.0,2238,2241.0,3.0,3.0,0.0,0.0,2200-2259,0,,0,,,,,
13736,2025,1,1,13,1,1/13/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2041.0,-4.0,0.0,0.0,-1.0,2000-2059,14.0,2055.0,2210.0,7.0,2238,2217.0,-21.0,0.0,0.0,-2.0,2200-2259,0,,0,,,,,
13737,2025,1,1,14,2,1/14/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2039.0,-6.0,0.0,0.0,-1.0,2000-2059,20.0,2059.0,2220.0,6.0,2238,2226.0,-12.0,0.0,0.0,-1.0,2200-2259,0,,0,,,,,
13738,2025,1,1,15,3,1/15/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2037.0,-8.0,0.0,0.0,-1.0,2000-2059,20.0,2057.0,2219.0,6.0,2238,2225.0,-13.0,0.0,0.0,-1.0,2200-2259,0,,0,,,,,
13739,2025,1,1,16,4,1/16/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2039.0,-6.0,0.0,0.0,-1.0,2000-2059,19.0,2058.0,2227.0,6.0,2238,2233.0,-5.0,0.0,0.0,-1.0,2200-2259,0,,0,,,,,
13740,2025,1,1,17,5,1/17/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2042.0,-3.0,0.0,0.0,-1.0,2000-2059,17.0,2059.0,2221.0,6.0,2238,2227.0,-11.0,0.0,0.0,-1.0,2200-2259,0,,0,,,,,
13741,2025,1,1,18,6,1/18/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2039.0,-6.0,0.0,0.0,-1.0,2000-2059,26.0,2105.0,2217.0,4.0,2238,2221.0,-17.0,0.0,0.0,-2.0,2200-2259,0,,0,,,,,
13742,2025,1,1,19,7,1/19/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2120.0,35.0,35.0,1.0,2.0,2000-2059,15.0,2135.0,2242.0,5.0,2238,2247.0,9.0,9.0,0.0,0.0,2200-2259,0,,0,,,,,
13743,2025,1,1,20,1,1/20/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2038.0,-7.0,0.0,0.0,-1.0,2000-2059,17.0,2055.0,2208.0,6.0,2238,2214.0,-24.0,0.0,0.0,-2.0,2200-2259,0,,0,,,,,
13744,2025,1,1,21,2,1/21/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2132.0,47.0,47.0,1.0,3.0,2000-2059,92.0,2304.0,21.0,9.0,2238,30.0,112.0,112.0,1.0,7.0,2200-2259,0,,0,0.0,47.0,65.0,0.0,0.0
13745,2025,1,1,22,3,1/22/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2041.0,-4.0,0.0,0.0,-1.0,2000-2059,24.0,2105.0,2224.0,8.0,2238,2232.0,-6.0,0.0,0.0,-1.0,2200-2259,0,,0,,,,,
13746,2025,1,1,23,4,1/23/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2040.0,-5.0,0.0,0.0,-1.0,2000-2059,19.0,2059.0,2215.0,7.0,2238,2222.0,-16.0,0.0,0.0,-2.0,2200-2259,0,,0,,,,,
13747,2025,1,1,24,5,1/24/2025,AA,1043,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,14576,1457607,34576,ROC,"Rochester, NY",New York,2045,2049.0,4.0,4.0,0.0,0.0,2000-2059,17.0,2106.0,2230.0,6.0,2238,2236.0,-2.0,0.0,0.0,-1.0,2200-2259,0,,0,,,,,
